Gene Name	Prediction ID	Curated Model ID	Date Curated Model Created
ima1	DDB0184406	DDB0351546	27-JUL-20
vps20	DDB0218879	DDB0351209	20-NOV-18
vps20	DDB0218879	DDB0351208	20-NOV-18
DDB_G0289561	DDB0219455	DDB0350756	06-JUL-16
DDB_G0293782	DDB0219894	DDB0350746	15-JUN-16
DDB_G0293744	DDB0192095	DDB0350745	15-JUN-16
DDB_G0279751	DDB0206011	DDB0350653	17-AUG-15
potA	DDB0204193	DDB0350523	20-JAN-15
potA	DDB0204192	DDB0350523	20-JAN-15
fimC	DDB0205524	DDB0350423	15-JUL-14
fimC	DDB0205525	DDB0350423	15-JUL-14
mef2A	DDB0202276	DDB0350237	19-NOV-13
DDB_G0271002	DDB0216728	DDB0350233	18-NOV-13
pkd2	DDB0217079	DDB0349991	30-JAN-13
aqpB	DDB0205768	DDB0349857	25-JAN-12
sibA	DDB0187447	DDB0349856	18-JAN-12
ndrC	DDB0218640	DDB0349842	05-DEC-11
acat	DDB0168409	DDB0349796	28-SEP-11
cax1	DDB0205708	DDB0349785	26-AUG-11
DDB_G0282777	DDB0218389	DDB0349784	26-AUG-11
DDB_G0282299	DDB0204165	DDB0349783	26-AUG-11
DDB_G0292914	DDB0191694	DDB0349782	25-AUG-11
bloc1s2	DDB0205421	DDB0349781	24-AUG-11
gacEE	DDB0191604	DDB0349780	24-AUG-11
gefY	DDB0217753	DDB0349779	23-AUG-11
gatC	DDB0185951	DDB0349778	22-AUG-11
DDB_G0281151	DDB0204043	DDB0349775	13-AUG-11
pks33	DDB0189047	DDB0349774	13-AUG-11
rsmN	DDB0204891	DDB0349773	12-AUG-11
DDB_G0291658	DDB0219667	DDB0349772	12-AUG-11
ubl5	DDB0185892	DDB0349771	12-AUG-11
DDB_G0276541	DDB0217802	DDB0349770	12-AUG-11
DDB_G0275777	DDB0202514	DDB0349769	12-AUG-11
DDB_G0280809	DDB0218254	DDB0349768	12-AUG-11
gtf2f2	DDB0187289	DDB0349767	12-AUG-11
DDB_G0276997	DDB0202670	DDB0349766	11-AUG-11
pks45	DDB0192190	DDB0349764	26-JUL-11
tsc2	DDB0218242	DDB0349759	25-JUL-11
tmcC	DDB0188334	DDB0349758	25-JUL-11
fslM-1	DDB0217099	DDB0349757	25-JUL-11
fslM-2	DDB0217429	DDB0349756	25-JUL-11
rpl36a	DDB0216719	DDB0349752	25-JUL-11
DDB_G0288539	DDB0219354	DDB0349697	12-JUL-11
DDB_G0273135	DDB0168154	DDB0349659	07-JUL-11
DDB_G0273625	DDB0217226	DDB0349652	07-JUL-11
DDB_G0274435	DDB0167634	DDB0349540	17-JUN-11
DDB_G0268588	DDB0216592	DDB0349539	17-JUN-11
DDB_G0349537	DDB0204195	DDB0349535	17-JUN-11
DDB_G0349530	DDB0185859	DDB0349533	17-JUN-11
DDB_G0284165	DDB0218581	DDB0349528	17-JUN-11
DDB_G0278623	DDB0218067	DDB0349527	16-JUN-11
DDB_G0268292	DDB0202089	DDB0349526	16-JUN-11
DDB_G0277577	DDB0217990	DDB0349524	16-JUN-11
DDB_G0289685	DDB0188518	DDB0349522	16-JUN-11
DDB_G0289683	DDB0188517	DDB0349521	16-JUN-11
DDB_G0272040	DDB0203663	DDB0349520	15-JUN-11
DDB_G0275791	DDB0202523	DDB0349516	15-JUN-11
DDB_G0274669	DDB0203216	DDB0349513	14-JUN-11
DDB_G0274643	DDB0203193	DDB0349511	13-JUN-11
DDB_G0275269	DDB0217614	DDB0349510	13-JUN-11
DDB_G0274405	DDB0167608	DDB0349509	10-JUN-11
DDB_G0274405	DDB0167609	DDB0349509	10-JUN-11
DDB_G0274273	DDB0167842	DDB0349508	10-JUN-11
nat6	DDB0217981	DDB0349506	10-JUN-11
DDB_G0349499	DDB0217089	DDB0349501	09-JUN-11
DDB_G0268988	DDB0202330	DDB0349495	09-JUN-11
DDB_G0277695	DDB0218014	DDB0349493	09-JUN-11
DDB_G0349487	DDB0217812	DDB0349489	08-JUN-11
DDB_G0274801	DDB0217482	DDB0349484	08-JUN-11
DDB_G0274557	DDB0167791	DDB0349482	07-JUN-11
DDB_G0275885	DDB0217706	DDB0349481	07-JUN-11
DDB_G0271548	DDB0168415	DDB0349479	06-JUN-11
DDB_G0276001	DDB0217744	DDB0349471	06-JUN-11
DDB_G0271624	DDB0216873	DDB0349470	03-JUN-11
DDB_G0272450	DDB0217012	DDB0349469	03-JUN-11
DDB_G0272961	DDB0217059	DDB0349468	03-JUN-11
DDB_G0275869	DDB0217698	DDB0349467	02-JUN-11
DDB_G0275923	DDB0217726	DDB0349466	02-JUN-11
DDB_G0276263	DDB0217774	DDB0349465	02-JUN-11
DDB_G0276135	DDB0169528	DDB0349464	02-JUN-11
DDB_G0276743	DDB0202927	DDB0349462	01-JUN-11
DDB_G0276507	DDB0203862	DDB0349461	01-JUN-11
DDB_G0292302	DDB0184314	DDB0349460	01-JUN-11
DDB_G0281143	DDB0204039	DDB0349459	01-JUN-11
DDB_G0274887	DDB0217531	DDB0349457	01-JUN-11
DDB_G0274725	DDB0203275	DDB0349453	31-MAY-11
DDB_G0272060	DDB0216953	DDB0349452	27-MAY-11
teep1	DDB0203449	DDB0349451	27-MAY-11
DDB_G0274933	DDB0217555	DDB0349450	27-MAY-11
DDB_G0292936	DDB0191706	DDB0349449	27-MAY-11
DDB_G0292546	DDB0219758	DDB0349447	26-MAY-11
DDB_G0290109	DDB0219523	DDB0349446	26-MAY-11
DDB_G0290109	DDB0220609	DDB0349446	26-MAY-11
cigB	DDB0219520	DDB0349442	26-MAY-11
DDB_G0273009	DDB0217086	DDB0349441	26-MAY-11
DDB_G0275551	DDB0167353	DDB0349440	26-MAY-11
DDB_G0271104	DDB0202898	DDB0349439	26-MAY-11
DDB_G0282139	DDB0218362	DDB0349438	26-MAY-11
DDB_G0272458	DDB0217016	DDB0349437	26-MAY-11
DDB_G0275321	DDB0217644	DDB0349436	26-MAY-11
DDB_G0272262	DDB0203699	DDB0349435	26-MAY-11
DDB_G0277311	DDB0217930	DDB0349434	26-MAY-11
DDB_G0272532	DDB0203776	DDB0349433	26-MAY-11
DDB_G0279477	DDB0205791	DDB0349431	25-MAY-11
DDB_G0290673	DDB0219585	DDB0349430	25-MAY-11
DDB_G0349427	DDB0218403	DDB0349429	25-MAY-11
DDB_G0288175	DDB0219315	DDB0349423	25-MAY-11
DDB_G0285385	DDB0186489	DDB0349422	25-MAY-11
DDB_G0289321	DDB0219424	DDB0349420	25-MAY-11
DDB_G0292032	DDB0184174	DDB0349419	25-MAY-11
DDB_G0287889	DDB0219276	DDB0349418	25-MAY-11
DDB_G0291316	DDB0183817	DDB0349417	24-MAY-11
DDB_G0291844	DDB0191606	DDB0349416	24-MAY-11
DDB_G0292170	DDB0219712	DDB0349413	24-MAY-11
DDB_G0277709	DDB0218018	DDB0349412	24-MAY-11
DDB_G0275761	DDB0202492	DDB0349411	24-MAY-11
DDB_G0279143	DDB0204690	DDB0349409	24-MAY-11
DDB_G0285953	DDB0218752	DDB0349408	24-MAY-11
DDB_G0288751	DDB0219375	DDB0349406	24-MAY-11
DDB_G0275285	DDB0217623	DDB0349405	24-MAY-11
DDB_G0276505	DDB0203861	DDB0349404	24-MAY-11
DDB_G0289539	DDB0219445	DDB0349402	23-MAY-11
DDB_G0293020	DDB0191719	DDB0349401	23-MAY-11
DDB_G0291826	DDB0184089	DDB0349400	23-MAY-11
DDB_G0292766	DDB0184554	DDB0349398	23-MAY-11
DDB_G0278963	DDB0218118	DDB0349397	23-MAY-11
DDB_G0278963	DDB0220593	DDB0349397	23-MAY-11
DDB_G0277807	DDB0218034	DDB0349395	20-MAY-11
DDB_G0275893	DDB0217710	DDB0349394	20-MAY-11
DDB_G0276653	DDB0202933	DDB0349393	20-MAY-11
DDB_G0275303	DDB0217635	DDB0349392	20-MAY-11
DDB_G0277095	DDB0217905	DDB0349388	20-MAY-11
DDB_G0275393	DDB0217645	DDB0349387	20-MAY-11
DDB_G0274865	DDB0217519	DDB0349386	19-MAY-11
DDB_G0277093	DDB0217904	DDB0349384	19-MAY-11
DDB_G0272865	DDB0202718	DDB0349383	19-MAY-11
DDB_G0276857	DDB0169013	DDB0349382	18-MAY-11
DDB_G0275213	DDB0203119	DDB0349381	18-MAY-11
DDB_G0271800	DDB0216907	DDB0349380	18-MAY-11
DDB_G0349377	DDB0167338	DDB0349379	18-MAY-11
lvsD	DDB0216884	DDB0349373	17-MAY-11
lvsD	DDB0216883	DDB0349373	17-MAY-11
DDB_G0275319	DDB0217643	DDB0349372	17-MAY-11
lyC5	DDB0168844	DDB0349371	17-MAY-11
DDB_G0274363	DDB0167928	DDB0349368	17-MAY-11
DDB_G0274835	DDB0217503	DDB0349367	17-MAY-11
DDB_G0276557	DDB0217810	DDB0349366	17-MAY-11
DDB_G0271808	DDB0216911	DDB0349365	17-MAY-11
DDB_G0280341	DDB0206530	DDB0349364	16-MAY-11
DDB_G0287413	DDB0187475	DDB0349363	16-MAY-11
DDB_G0268932	DDB0202285	DDB0349362	16-MAY-11
DDB_G0289579	DDB0219462	DDB0349361	16-MAY-11
DDB_G0279165	DDB0220595	DDB0349360	16-MAY-11
med16	DDB0218153	DDB0349359	16-MAY-11
DDB_G0282577	DDB0204849	DDB0349358	16-MAY-11
DDB_G0270758	DDB0201986	DDB0349357	16-MAY-11
DDB_G0275681	DDB0167266	DDB0349356	16-MAY-11
DDB_G0277251	DDB0169142	DDB0349355	16-MAY-11
DDB_G0277255	DDB0169144	DDB0349354	16-MAY-11
DDB_G0277287	DDB0215179	DDB0349353	16-MAY-11
DDB_G0276535	DDB0217799	DDB0349352	16-MAY-11
DDB_G0277607	DDB0169328	DDB0349351	16-MAY-11
DDB_G0277607	DDB0169329	DDB0349351	16-MAY-11
DDB_G0293820	DDB0219901	DDB0349350	13-MAY-11
DDB_G0276257	DDB0217771	DDB0349344	13-MAY-11
DDB_G0292232	DDB0184283	DDB0349343	13-MAY-11
DDB_G0285493	DDB0186530	DDB0349342	13-MAY-11
DDB_G0278693	DDB0218107	DDB0349340	13-MAY-11
DDB_G0277487	DDB0169204	DDB0349339	12-MAY-11
DDB_G0277487	DDB0203370	DDB0349339	12-MAY-11
DDB_G0281243	DDB0204102	DDB0349338	12-MAY-11
DDB_G0274283	DDB0167833	DDB0349337	12-MAY-11
DDB_G0274283	DDB0203281	DDB0349337	12-MAY-11
DDB_G0278749	DDB0206169	DDB0349336	12-MAY-11
DDB_G0268902	DDB0190113	DDB0349335	11-MAY-11
DDB_G0281049	DDB0203975	DDB0349333	11-MAY-11
DDB_G0285945	DDB0215855	DDB0349332	11-MAY-11
DDB_G0293334	DDB0191885	DDB0349331	11-MAY-11
DDB_G0279045	DDB0215318	DDB0349330	11-MAY-11
DDB_G0292194	DDB0219724	DDB0349329	11-MAY-11
DDB_G0293118	DDB0191793	DDB0349328	11-MAY-11
DDB_G0285435	DDB0186491	DDB0349327	11-MAY-11
DDB_G0270570	DDB0201773	DDB0349326	11-MAY-11
DDB_G0291308	DDB0183813	DDB0349325	09-MAY-11
DDB_G0292330	DDB0184337	DDB0349324	09-MAY-11
DDB_G0349321	DDB0188984	DDB0349323	09-MAY-11
DDB_G0293040	DDB0191739	DDB0349317	09-MAY-11
DDB_G0292952	DDB0215540	DDB0349316	09-MAY-11
DDB_G0274649	DDB0203201	DDB0349314	09-MAY-11
DDB_G0268710	DDB0189968	DDB0349312	06-MAY-11
DDB_G0289409	DDB0188409	DDB0349311	06-MAY-11
DDB_G0291382	DDB0183857	DDB0349310	06-MAY-11
DDB_G0271574	DDB0203584	DDB0349309	06-MAY-11
DDB_G0293164	DDB0219816	DDB0349308	06-MAY-11
DDB_G0272382	DDB0216977	DDB0349307	06-MAY-11
DDB_G0272382	DDB0203693	DDB0349307	06-MAY-11
DDB_G0291936	DDB0191611	DDB0349305	06-MAY-11
DDB_G0275715	DDB0202443	DDB0349303	05-MAY-11
DDB_G0271560	DDB0168428	DDB0349302	05-MAY-11
DDB_G0274419	DDB0167626	DDB0349301	05-MAY-11
DDB_G0274419	DDB0167627	DDB0349301	05-MAY-11
DDB_G0281603	DDB0204555	DDB0349297	04-MAY-11
DDB_G0280525	DDB0218240	DDB0349296	04-MAY-11
DDB_G0292484	DDB0184426	DDB0349294	04-MAY-11
DDB_G0268044	DDB0189736	DDB0349293	04-MAY-11
DDB_G0268044	DDB0189736	DDB0349291	04-MAY-11
DDB_G0290399	DDB0188869	DDB0349290	04-MAY-11
DDB_G0282597	DDB0204859	DDB0349289	04-MAY-11
DDB_G0280247	DDB0206467	DDB0349287	04-MAY-11
DDB_G0287877	DDB0219269	DDB0349285	03-MAY-11
DDB_G0282699	DDB0204932	DDB0349284	03-MAY-11
DDB_G0349279	DDB0189444	DDB0349282	03-MAY-11
DDB_G0287533	DDB0187513	DDB0349275	03-MAY-11
DDB_G0281875	DDB0204262	DDB0349264	03-MAY-11
DDB_G0282385	DDB0204203	DDB0349263	02-MAY-11
DDB_G0268420	DDB0202208	DDB0349262	02-MAY-11
DDB_G0267672	DDB0189448	DDB0349261	02-MAY-11
DDB_G0292124	DDB0184242	DDB0349259	02-MAY-11
DDB_G0282855	DDB0204993	DDB0349258	02-MAY-11
DDB_G0287275	DDB0187392	DDB0349256	02-MAY-11
DDB_G0291322	DDB0183820	DDB0349255	02-MAY-11
DDB_G0284455	DDB0218602	DDB0349253	02-MAY-11
cldA	DDB0206267	DDB0349252	29-APR-11
DDB_G0291766	DDB0191599	DDB0349251	29-APR-11
DDB_G0283749	DDB0218517	DDB0349250	29-APR-11
DDB_G0277557	DDB0217985	DDB0349249	29-APR-11
DDB_G0288959	DDB0219392	DDB0349248	29-APR-11
DDB_G0280023	DDB0218213	DDB0349247	29-APR-11
DDB_G0274851	DDB0217512	DDB0349245	29-APR-11
DDB_G0292196	DDB0191621	DDB0349244	28-APR-11
DDB_G0292196	DDB0219725	DDB0349244	28-APR-11
DDB_G0288563	DDB0187993	DDB0349243	28-APR-11
DDB_G0287893	DDB0219278	DDB0349242	28-APR-11
DDB_G0290657	DDB0219576	DDB0349240	28-APR-11
DDB_G0268412	DDB0202201	DDB0349239	27-APR-11
DDB_G0290381	DDB0188859	DDB0349238	27-APR-11
DDB_G0282759	DDB0218380	DDB0349237	27-APR-11
DDB_G0282449	DDB0204763	DDB0349236	27-APR-11
DDB_G0282421	DDB0204229	DDB0349235	27-APR-11
DDB_G0284355	DDB0185964	DDB0349234	27-APR-11
DDB_G0278143	DDB0204456	DDB0349233	27-APR-11
DDB_G0278143	DDB0204455	DDB0349233	27-APR-11
DDB_G0268586	DDB0216591	DDB0349232	27-APR-11
DDB_G0293806	DDB0192131	DDB0349231	27-APR-11
DDB_G0286091	DDB0186813	DDB0349230	27-APR-11
DDB_G0292802	DDB0219773	DDB0349229	26-APR-11
DDB_G0292802	DDB0219772	DDB0349229	26-APR-11
DDB_G0280757	DDB0204711	DDB0349226	26-APR-11
DDB_G0268278	DDB0202078	DDB0349224	25-APR-11
DDB_G0278271	DDB0205337	DDB0349220	25-APR-11
DDB_G0283169	DDB0185392	DDB0349218	25-APR-11
DDB_G0279179	DDB0218154	DDB0349217	25-APR-11
ccdc53	DDB0189669	DDB0349216	25-APR-11
DDB_G0288309	DDB0219328	DDB0349215	25-APR-11
DDB_G0288311	DDB0219329	DDB0349214	25-APR-11
DDB_G0282415	DDB0204223	DDB0349213	25-APR-11
DDB_G0280241	DDB0206463	DDB0349212	25-APR-11
DDB_G0270628	DDB0201836	DDB0349209	25-APR-11
DDB_G0290589	DDB0188976	DDB0349208	25-APR-11
DDB_G0349203	DDB0205144	DDB0349206	25-APR-11
DDB_G0278905	DDB0206274	DDB0349200	22-APR-11
DDB_G0267494	DDB0189323	DDB0349199	22-APR-11
DDB_G0288531	DDB0187979	DDB0349198	22-APR-11
DDB_G0270592	DDB0201792	DDB0349197	22-APR-11
DDB_G0282225	DDB0205276	DDB0349196	22-APR-11
DDB_G0268838	DDB0190073	DDB0349194	22-APR-11
DDB_G0280709	DDB0206140	DDB0349193	22-APR-11
DDB_G0280707	DDB0206139	DDB0349192	22-APR-11
DDB_G0290007	DDB0219509	DDB0349191	21-APR-11
DDB_G0287123	DDB0218892	DDB0349190	21-APR-11
DDB_G0282465	DDB0204775	DDB0349189	21-APR-11
DDB_G0291778	DDB0219693	DDB0349188	21-APR-11
DDB_G0291488	DDB0183927	DDB0349187	21-APR-11
DDB_G0278629	DDB0218071	DDB0349186	21-APR-11
staG	DDB0190658	DDB0349185	21-APR-11
DDB_G0280563	DDB0206044	DDB0349183	21-APR-11
DDB_G0291406	DDB0183872	DDB0349182	21-APR-11
DDB_G0282015	DDB0205088	DDB0349181	21-APR-11
DDB_G0286343	DDB0218805	DDB0349179	21-APR-11
DDB_G0281995	DDB0205077	DDB0349175	20-APR-11
DDB_G0288151	DDB0187803	DDB0349174	20-APR-11
DDB_G0288827	DDB0188132	DDB0349171	20-APR-11
DDB_G0288353	DDB0187905	DDB0349168	20-APR-11
DDB_G0286935	DDB0187199	DDB0349167	20-APR-11
DDB_G0268960	DDB0202311	DDB0349165	19-APR-11
DDB_G0268708	DDB0202297	DDB0349164	19-APR-11
DDB_G0268708	DDB0189967	DDB0349164	19-APR-11
DDB_G0268708	DDB0202297	DDB0349163	19-APR-11
DDB_G0268708	DDB0189967	DDB0349163	19-APR-11
DDB_G0287429	DDB0219218	DDB0349161	19-APR-11
pufA	DDB0218189	DDB0349160	19-APR-11
pufA	DDB0220596	DDB0349160	19-APR-11
DDB_G0279117	DDB0205044	DDB0349159	19-APR-11
DDB_G0287613	DDB0187548	DDB0349151	19-APR-11
DDB_G0287809	DDB0187650	DDB0349148	19-APR-11
DDB_G0289427	DDB0216101	DDB0349147	19-APR-11
DDB_G0288689	DDB0188052	DDB0349145	18-APR-11
DDB_G0281313	DDB0218286	DDB0349144	18-APR-11
DDB_G0280945	DDB0218270	DDB0349142	18-APR-11
DDB_G0282587	DDB0204854	DDB0349141	18-APR-11
DDB_G0349136	DDB0184286	DDB0349139	18-APR-11
DDB_G0287221	DDB0187369	DDB0349134	18-APR-11
DDB_G0287221	DDB0215889	DDB0349134	18-APR-11
DDB_G0282701	DDB0204933	DDB0349133	18-APR-11
DDB_G0288041	DDB0187751	DDB0349131	15-APR-11
DDB_G0286477	DDB0218817	DDB0349130	15-APR-11
DDB_G0280583	DDB0206056	DDB0349129	15-APR-11
DDB_G0289643	DDB0219473	DDB0349128	15-APR-11
DDB_G0286333	DDB0218800	DDB0349127	15-APR-11
DDB_G0285751	DDB0218725	DDB0349126	15-APR-11
DDB_G0289213	DDB0188312	DDB0349125	15-APR-11
DDB_G0281879	DDB0204264	DDB0349124	15-APR-11
DDB_G0282383	DDB0204202	DDB0349122	15-APR-11
DDB_G0279181	DDB0218155	DDB0349116	15-APR-11
DDB_G0280779	DDB0204726	DDB0349115	15-APR-11
DDB_G0282389	DDB0204205	DDB0349114	15-APR-11
DDB_G0292438	DDB0184395	DDB0349107	14-APR-11
DDB_G0267740	DDB0189510	DDB0349106	14-APR-11
DDB_G0283747	DDB0218516	DDB0349104	14-APR-11
DDB_G0282513	DDB0204806	DDB0349103	14-APR-11
DDB_G0288867	DDB0219384	DDB0349102	14-APR-11
DDB_G0278681	DDB0218099	DDB0349101	14-APR-11
DDB_G0285047	DDB0218648	DDB0349100	14-APR-11
DDB_G0278523	DDB0205512	DDB0349099	14-APR-11
DDB_G0291772	DDB0219690	DDB0349098	14-APR-11
DDB_G0279651	DDB0205959	DDB0349097	14-APR-11
DDB_G0279819	DDB0206309	DDB0349096	14-APR-11
DDB_G0293420	DDB0191926	DDB0349095	14-APR-11
DDB_G0269984	DDB0190715	DDB0349092	13-APR-11
DDB_G0291608	DDB0191586	DDB0349091	13-APR-11
DDB_G0281537	DDB0218315	DDB0349090	13-APR-11
DDB_G0279503	DDB0205808	DDB0349089	13-APR-11
DDB_G0279505	DDB0205809	DDB0349088	13-APR-11
tnlB	DDB0187198	DDB0349086	13-APR-11
DDB_G0291744	DDB0184046	DDB0349085	13-APR-11
DDB_G0291744	DDB0184045	DDB0349085	13-APR-11
tnlA	DDB0215712	DDB0349083	13-APR-11
DDB_G0288657	DDB0188038	DDB0349081	13-APR-11
DDB_G0280139	DDB0206400	DDB0349079	13-APR-11
DDB_G0291644	DDB0215457	DDB0349076	12-APR-11
DDB_G0268432	DDB0202223	DDB0349075	12-APR-11
DDB_G0290289	DDB0188812	DDB0349074	12-APR-11
DDB_G0284965	DDB0186284	DDB0349069	12-APR-11
DDB_G0283143	DDB0218443	DDB0349068	12-APR-11
DDB_G0288611	DDB0219360	DDB0349067	12-APR-11
DDB_G0288611	DDB0220605	DDB0349067	12-APR-11
DDB_G0291920	DDB0184139	DDB0349066	12-APR-11
DDB_G0278689	DDB0218105	DDB0349065	12-APR-11
DDB_G0281835	DDB0204237	DDB0349064	12-APR-11
DDB_G0292088	DDB0184215	DDB0349063	12-APR-11
DDB_G0282133	DDB0218359	DDB0349061	12-APR-11
DDB_G0282111	DDB0205138	DDB0349060	12-APR-11
DDB_G0281317	DDB0218288	DDB0349058	11-APR-11
DDB_G0286763	DDB0187137	DDB0349054	11-APR-11
DDB_G0281425	DDB0205574	DDB0349053	11-APR-11
DDB_G0268946	DDB0202300	DDB0349052	11-APR-11
upf2	DDB0204566	DDB0349051	11-APR-11
DDB_G0280493	DDB0205236	DDB0349048	11-APR-11
DDB_G0293134	DDB0191807	DDB0349047	11-APR-11
DDB_G0349043	DDB0219330	DDB0349045	11-APR-11
DDB_G0270642	DDB0201857	DDB0349038	11-APR-11
DDB_G0270810	DDB0202043	DDB0349036	11-APR-11
DDB_G0280801	DDB0204740	DDB0349035	11-APR-11
DDB_G0285699	DDB0186665	DDB0349034	11-APR-11
DDB_G0282123	DDB0205146	DDB0349033	08-APR-11
DDB_G0270584	DDB0201786	DDB0349028	08-APR-11
DDB_G0284991	DDB0186307	DDB0349027	08-APR-11
DDB_G0270538	DDB0201744	DDB0349026	08-APR-11
DDB_G0282227	DDB0205277	DDB0349024	08-APR-11
DDB_G0287059	DDB0187259	DDB0349022	08-APR-11
DDB_G0279455	DDB0205774	DDB0349020	07-APR-11
DDB_G0282223	DDB0205275	DDB0349019	07-APR-11
DDB_G0290061	DDB0219515	DDB0349017	07-APR-11
DDB_G0278233	DDB0204526	DDB0349016	07-APR-11
DDB_G0268202	DDB0189862	DDB0349015	07-APR-11
DDB_G0268594	DDB0216595	DDB0349014	07-APR-11
DDB_G0270540	DDB0201745	DDB0349013	07-APR-11
DDB_G0281159	DDB0204048	DDB0349010	07-APR-11
DDB_G0288583	DDB0188005	DDB0349007	07-APR-11
DDB_G0290435	DDB0188903	DDB0349006	07-APR-11
DDB_G0293256	DDB0191854	DDB0349005	06-APR-11
DDB_G0280383	DDB0218228	DDB0349003	06-APR-11
DDB_G0291205	DDB0189303	DDB0349002	06-APR-11
DDB_G0292714	DDB0219761	DDB0349000	06-APR-11
DDB_G0283897	DDB0218545	DDB0348999	06-APR-11
DDB_G0288653	DDB0219370	DDB0348998	06-APR-11
DDB_G0282393	DDB0204207	DDB0348997	06-APR-11
DDB_G0283485	DDB0215671	DDB0348996	06-APR-11
DDB_G0293178	DDB0219823	DDB0348995	06-APR-11
DDB_G0286365	DDB0186929	DDB0348994	06-APR-11
DDB_G0285687	DDB0186659	DDB0348992	06-APR-11
DDB_G0285685	DDB0186658	DDB0348991	06-APR-11
DDB_G0278603	DDB0218056	DDB0348990	06-APR-11
DDB_G0280441	DDB0205200	DDB0348989	06-APR-11
DDB_G0289527	DDB0216108	DDB0348988	06-APR-11
DDB_G0285123	DDB0186355	DDB0348987	05-APR-11
DDB_G0285337	DDB0186446	DDB0348982	05-APR-11
DDB_G0285335	DDB0186445	DDB0348981	05-APR-11
DDB_G0280397	DDB0218235	DDB0348979	04-APR-11
DDB_G0291924	DDB0184142	DDB0348977	01-APR-11
DDB_G0293990	DDB0192227	DDB0348975	01-APR-11
DDB_G0289729	DDB0188546	DDB0348969	31-MAR-11
DDB_G0290871	DDB0189126	DDB0348968	31-MAR-11
DDB_G0293616	DDB0192047	DDB0348967	31-MAR-11
DDB_G0287113	DDB0218887	DDB0348965	31-MAR-11
DDB_G0293176	DDB0219822	DDB0348963	30-MAR-11
DDB_G0280363	DDB0206543	DDB0348962	30-MAR-11
DDB_G0280363	DDB0218236	DDB0348962	30-MAR-11
DDB_G0286877	DDB0187170	DDB0348961	29-MAR-11
DDB_G0288517	DDB0215990	DDB0348960	29-MAR-11
DDB_G0288517	DDB0187972	DDB0348960	29-MAR-11
DDB_G0288515	DDB0187971	DDB0348959	29-MAR-11
DDB_G0283155	DDB0185381	DDB0348958	29-MAR-11
DDB_G0284095	DDB0185841	DDB0348957	29-MAR-11
DDB_G0280283	DDB0206490	DDB0348956	29-MAR-11
DDB_G0292474	DDB0184419	DDB0348955	29-MAR-11
DDB_G0268366	DDB0202164	DDB0348954	29-MAR-11
DDB_G0269532	DDB0190338	DDB0348952	28-MAR-11
DDB_G0290461	DDB0219562	DDB0348951	28-MAR-11
DDB_G0276729	DDB0202914	DDB0348950	28-MAR-11
DDB_G0277707	DDB0218017	DDB0348949	28-MAR-11
DDB_G0277593	DDB0169283	DDB0348947	28-MAR-11
DDB_G0277547	DDB0217980	DDB0348945	25-MAR-11
DDB_G0277373	DDB0217964	DDB0348944	25-MAR-11
DDB_G0348940	DDB0202647	DDB0348942	25-MAR-11
DDB_G0277261	DDB0169147	DDB0348937	25-MAR-11
DDB_G0276915	DDB0168336	DDB0348936	25-MAR-11
DDB_G0276859	DDB0169017	DDB0348935	25-MAR-11
DDB_G0276827	DDB0168254	DDB0348934	25-MAR-11
DDB_G0277163	DDB0169170	DDB0348933	24-MAR-11
DDB_G0276709	DDB0217841	DDB0348932	24-MAR-11
DDB_G0276655	DDB0202934	DDB0348930	24-MAR-11
DDB_G0276585	DDB0217826	DDB0348929	24-MAR-11
DDB_G0276521	DDB0203880	DDB0348925	24-MAR-11
DDB_G0276497	DDB0203849	DDB0348918	23-MAR-11
DDB_G0276379	DDB0203819	DDB0348917	23-MAR-11
DDB_G0276217	DDB0203517	DDB0348916	22-MAR-11
DDB_G0276145	DDB0169441	DDB0348915	22-MAR-11
DDB_G0276107	DDB0169507	DDB0348914	22-MAR-11
DDB_G0275909	DDB0217718	DDB0348913	22-MAR-11
DDB_G0275789	DDB0202521	DDB0348911	22-MAR-11
DDB_G0275691	DDB0167286	DDB0348910	22-MAR-11
DDB_G0275557	DDB0167344	DDB0348909	22-MAR-11
DDB_G0275531	DDB0167209	DDB0348908	22-MAR-11
DDB_G0275511	DDB0167179	DDB0348907	22-MAR-11
DDB_G0275417	DDB0217657	DDB0348905	22-MAR-11
DDB_G0275245	DDB0217602	DDB0348904	22-MAR-11
DDB_G0275231	DDB0217595	DDB0348903	22-MAR-11
DDB_G0281083	DDB0204002	DDB0348902	22-MAR-11
DDB_G0293378	DDB0191909	DDB0348901	22-MAR-11
DDB_G0293378	DDB0191909	DDB0348900	22-MAR-11
DDB_G0275307	DDB0217637	DDB0348899	21-MAR-11
DDB_G0275043	DDB0167395	DDB0348897	21-MAR-11
DDB_G0274979	DDB0217579	DDB0348896	21-MAR-11
DDB_G0274927	DDB0217551	DDB0348895	21-MAR-11
DDB_G0274901	DDB0217538	DDB0348894	21-MAR-11
DDB_G0274819	DDB0217493	DDB0348893	18-MAR-11
DDB_G0274819	DDB0217492	DDB0348893	18-MAR-11
DDB_G0274653	DDB0203204	DDB0348891	18-MAR-11
DDB_G0274641	DDB0203187	DDB0348890	18-MAR-11
DDB_G0274467	DDB0167674	DDB0348889	18-MAR-11
DDB_G0273763	DDB0217295	DDB0348886	17-MAR-11
