Gene Name	Prediction ID	Curated Model ID	Date Curated Model Created
DDB_G0273313	DDB0203328	DDB0348885	17-MAR-11
DDB_G0273627	DDB0217227	DDB0348884	17-MAR-11
DDB_G0273749	DDB0217288	DDB0348883	17-MAR-11
DDB_G0273185	DDB0168095	DDB0348882	17-MAR-11
DDB_G0272506	DDB0168853	DDB0348876	16-MAR-11
DDB_G0272434	DDB0217004	DDB0348875	16-MAR-11
DDB_G0272252	DDB0203687	DDB0348872	16-MAR-11
DDB_G0272212	DDB0168793	DDB0348871	16-MAR-11
DDB_G0289333	DDB0188365	DDB0348866	15-MAR-11
DDB_G0280721	DDB0206152	DDB0348865	15-MAR-11
DDB_G0281057	DDB0203979	DDB0348864	15-MAR-11
DDB_G0291934	DDB0191610	DDB0348863	15-MAR-11
DDB_G0279817	DDB0206308	DDB0348859	15-MAR-11
DDB_G0279975	DDB0205905	DDB0348858	15-MAR-11
DDB_G0272042	DDB0203669	DDB0348857	15-MAR-11
DDB_G0272026	DDB0168625	DDB0348856	15-MAR-11
DDB_G0281977	DDB0205065	DDB0348855	15-MAR-11
DDB_G0284641	DDB0186114	DDB0348854	15-MAR-11
DDB_G0290835	DDB0219611	DDB0348853	15-MAR-11
DDB_G0271814	DDB0216914	DDB0348852	15-MAR-11
rccA	DDB0203613	DDB0348851	15-MAR-11
DDB_G0285481	DDB0186524	DDB0348850	15-MAR-11
DDB_G0271592	DDB0203597	DDB0348849	15-MAR-11
DDB_G0271658	DDB0216891	DDB0348848	15-MAR-11
DDB_G0271588	DDB0203593	DDB0348847	15-MAR-11
DDB_G0271570	DDB0203574	DDB0348846	15-MAR-11
DDB_G0271386	DDB0216802	DDB0348844	15-MAR-11
DDB_G0271332	DDB0202869	DDB0348843	15-MAR-11
DDB_G0271318	DDB0202859	DDB0348842	15-MAR-11
DDB_G0271274	DDB0202828	DDB0348841	15-MAR-11
DDB_G0276639	DDB0217834	DDB0348840	14-MAR-11
DDB_G0273499	DDB0217163	DDB0348839	14-MAR-11
DDB_G0273463	DDB0203357	DDB0348838	14-MAR-11
DDB_G0348834	DDB0218722	DDB0348836	14-MAR-11
DDB_G0285483	DDB0186525	DDB0348831	14-MAR-11
DDB_G0273821	DDB0217324	DDB0348830	14-MAR-11
DDB_G0273283	DDB0203035	DDB0348829	14-MAR-11
DDB_G0271302	DDB0202847	DDB0348828	14-MAR-11
DDB_G0268280	DDB0202079	DDB0348827	14-MAR-11
DDB_G0268280	DDB0189369	DDB0348827	14-MAR-11
rbdA	DDB0202469	DDB0348826	14-MAR-11
DDB_G0271810	DDB0216912	DDB0348825	14-MAR-11
DDB_G0276675	DDB0202945	DDB0348824	14-MAR-11
DDB_G0290777	DDB0219605	DDB0348822	14-MAR-11
DDB_G0271596	DDB0216859	DDB0348821	14-MAR-11
DDB_G0293072	DDB0191761	DDB0348820	14-MAR-11
DDB_G0267658	DDB0189441	DDB0348819	14-MAR-11
DDB_G0277355	DDB0217955	DDB0348817	09-MAR-11
DDB_G0275485	DDB0167162	DDB0348814	03-MAR-11
DDB_G0272328	DDB0206564	DDB0348813	03-MAR-11
DDB_G0275609	DDB0167334	DDB0348811	03-MAR-11
DDB_G0271152	DDB0202727	DDB0348808	03-MAR-11
DDB_G0271150	DDB0202725	DDB0348807	03-MAR-11
DDB_G0271440_TE	DDB0216829	DDB0348805	03-MAR-11
DDB_G0273603	DDB0217215	DDB0348804	03-MAR-11
DDB_G0273319	DDB0203334	DDB0348803	03-MAR-11
DDB_G0271638	DDB0216880	DDB0348802	03-MAR-11
DDB_G0271640	DDB0216881	DDB0348801	03-MAR-11
DDB_G0275963	DDB0203529	DDB0348800	03-MAR-11
DDB_G0275961	DDB0203528	DDB0348799	03-MAR-11
DDB_G0277003	DDB0168324	DDB0348798	03-MAR-11
DDB_G0277003	DDB0202677	DDB0348798	03-MAR-11
DDB_G0276265	DDB0220591	DDB0348797	03-MAR-11
DDB_G0274337	DDB0167889	DDB0348796	03-MAR-11
DDB_G0277685	DDB0203430	DDB0348794	03-MAR-11
DDB_G0271406	DDB0216812	DDB0348793	03-MAR-11
DDB_G0271534	DDB0168393	DDB0348792	02-MAR-11
DDB_G0275553	DDB0167358	DDB0348791	02-MAR-11
DDB_G0277047	DDB0217880	DDB0348790	02-MAR-11
DDB_G0272164	DDB0168753	DDB0348789	02-MAR-11
DDB_G0276513	DDB0203873	DDB0348788	02-MAR-11
DDB_G0275203	DDB0203108	DDB0348787	02-MAR-11
trim-2	DDB0217235	DDB0348786	02-MAR-11
trim-1	DDB0217139	DDB0348785	02-MAR-11
DDB_G0276483	DDB0203831	DDB0348784	02-MAR-11
DDB_G0276699	DDB0202962	DDB0348783	02-MAR-11
DDB_G0274701	DDB0203248	DDB0348781	02-MAR-11
DDB_G0275597	DDB0167323	DDB0348778	02-MAR-11
DDB_G0276741	DDB0202925	DDB0348776	01-MAR-11
DDB_G0271876	DDB0203766	DDB0348775	01-MAR-11
DDB_G0275831	DDB0217677	DDB0348773	01-MAR-11
DDB_G0271484	DDB0216851	DDB0348771	01-MAR-11
DDB_G0274745	DDB0203302	DDB0348770	01-MAR-11
DDB_G0271476	DDB0216847	DDB0348769	01-MAR-11
DDB_G0276381	DDB0203822	DDB0348768	01-MAR-11
ptcI	DDB0217673	DDB0348767	01-MAR-11
DDB_G0276621	DDB0202968	DDB0348766	01-MAR-11
DDB_G0272937	DDB0217047	DDB0348765	01-MAR-11
DDB_G0275927	DDB0217728	DDB0348764	01-MAR-11
DDB_G0275189	DDB0203087	DDB0348763	01-MAR-11
DDB_G0271308	DDB0202852	DDB0348762	01-MAR-11
DDB_G0288459	DDB0219340	DDB0348758	01-MAR-11
DDB_G0276515	DDB0203874	DDB0348757	01-MAR-11
DDB_G0274307	DDB0167853	DDB0348756	01-MAR-11
DDB_G0273969	DDB0217397	DDB0348754	28-FEB-11
DDB_G0272803	DDB0168001	DDB0348753	28-FEB-11
DDB_G0277333	DDB0217941	DDB0348752	28-FEB-11
DDB_G0276307	DDB0203462	DDB0348751	28-FEB-11
DDB_G0271486	DDB0216852	DDB0348750	28-FEB-11
DDB_G0272921	DDB0203800	DDB0348749	28-FEB-11
DDB_G0276605	DDB0167114	DDB0348748	28-FEB-11
DDB_G0271404	DDB0216811	DDB0348746	28-FEB-11
DDB_G0276127	DDB0169524	DDB0348745	28-FEB-11
DDB_G0277447	DDB0169249	DDB0348744	28-FEB-11
DDB_G0276075	DDB0169471	DDB0348742	28-FEB-11
DDB_G0273905	DDB0217366	DDB0348741	28-FEB-11
DDB_G0273167	DDB0168031	DDB0348740	28-FEB-11
DDB_G0276421	DDB0167052	DDB0348739	28-FEB-11
DDB_G0271554	DDB0168418	DDB0348738	28-FEB-11
DDB_G0289753	DDB0188560	DDB0348737	28-FEB-11
DDB_G0276853	DDB0169011	DDB0348732	28-FEB-11
DDB_G0274477	DDB0167686	DDB0348728	28-FEB-11
DDB_G0274747	DDB0203303	DDB0348727	28-FEB-11
DDB_G0275067	DDB0167447	DDB0348723	25-FEB-11
DDB_G0276635	DDB0217832	DDB0348722	25-FEB-11
DDB_G0276637	DDB0217833	DDB0348721	25-FEB-11
DDB_G0276731	DDB0202916	DDB0348720	25-FEB-11
DDB_G0275765	DDB0202500	DDB0348719	25-FEB-11
DDB_G0273769	DDB0217298	DDB0348718	25-FEB-11
DDB_G0273297	DDB0203045	DDB0348717	25-FEB-11
DDB_G0275325	DDB0202544	DDB0348716	25-FEB-11
DDB_G0273495	DDB0217161	DDB0348713	24-FEB-11
DDB_G0273465	DDB0215270	DDB0348712	24-FEB-11
DDB_G0277489	DDB0169205	DDB0348711	24-FEB-11
DDB_G0274365	DDB0167929	DDB0348710	24-FEB-11
DDB_G0276823	DDB0168260	DDB0348709	24-FEB-11
DDB_G0276045	DDB0169449	DDB0348708	24-FEB-11
DDB_G0274711	DDB0203256	DDB0348707	24-FEB-11
DDB_G0274709	DDB0203255	DDB0348706	24-FEB-11
DDB_G0277631	DDB0203421	DDB0348703	24-FEB-11
DDB_G0272855	DDB0202710	DDB0348701	24-FEB-11
DDB_G0271804	DDB0216909	DDB0348700	24-FEB-11
DDB_G0277613	DDB0169334	DDB0348699	24-FEB-11
DDB_G0276693	DDB0202959	DDB0348698	24-FEB-11
DDB_G0277601	DDB0169324	DDB0348697	24-FEB-11
DDB_G0272436	DDB0217005	DDB0348696	24-FEB-11
DDB_G0272160	DDB0168761	DDB0348695	24-FEB-11
DDB_G0271888	DDB0168561	DDB0348694	24-FEB-11
DDB_G0275587	DDB0167311	DDB0348693	24-FEB-11
DDB_G0276793	DDB0168308	DDB0348692	24-FEB-11
DDB_G0274685	DDB0203237	DDB0348691	24-FEB-11
DDB_G0274987	DDB0217584	DDB0348690	23-FEB-11
DDB_G0277583	DDB0169313	DDB0348689	23-FEB-11
DDB_G0277459	DDB0169261	DDB0348687	23-FEB-11
DDB_G0276589	DDB0217828	DDB0348686	23-FEB-11
DDB_G0271216	DDB0202782	DDB0348682	23-FEB-11
DDB_G0274947	DDB0217562	DDB0348680	23-FEB-11
DDB_G0275497	DDB0167170	DDB0348678	23-FEB-11
DDB_G0277169	DDB0169084	DDB0348677	22-FEB-11
DDB_G0273755	DDB0217291	DDB0348676	22-FEB-11
DDB_G0273351	DDB0217124	DDB0348675	22-FEB-11
DDB_G0277187	DDB0169097	DDB0348671	22-FEB-11
DDB_G0276223	DDB0203522	DDB0348668	22-FEB-11
DDB_G0271458	DDB0216838	DDB0348667	22-FEB-11
DDB_G0276651	DDB0202932	DDB0348666	22-FEB-11
DDB_G0273659	DDB0217243	DDB0348664	22-FEB-11
DDB_G0273243	DDB0168136	DDB0348663	22-FEB-11
DDB_G0273681	DDB0217254	DDB0348660	22-FEB-11
DDB_G0273681	DDB0217255	DDB0348660	22-FEB-11
DDB_G0273371	DDB0217134	DDB0348659	22-FEB-11
DDB_G0273371	DDB0217133	DDB0348659	22-FEB-11
DDB_G0274145	DDB0167531	DDB0348658	22-FEB-11
polq	DDB0169381	DDB0348657	22-FEB-11
polq	DDB0169382	DDB0348657	22-FEB-11
DDB_G0273491	DDB0217159	DDB0348656	22-FEB-11
DDB_G0273487	DDB0217157	DDB0348655	22-FEB-11
DDB_G0277153	DDB0169178	DDB0348654	21-FEB-11
gxcDD	DDB0218183	DDB0348653	21-FEB-11
gxcDD	DDB0218183	DDB0348652	21-FEB-11
DDB_G0276733	DDB0202917	DDB0348651	21-FEB-11
DDB_G0271260	DDB0202818	DDB0348643	21-FEB-11
DDB_G0276599	DDB0167110	DDB0348633	18-FEB-11
DDB_G0277349	DDB0217949	DDB0348632	18-FEB-11
DDB_G0276327	DDB0217784	DDB0348631	18-FEB-11
pcp2	DDB0218011	DDB0348630	18-FEB-11
DDB_G0275549	DDB0167350	DDB0348629	18-FEB-11
DDB_G0275773	DDB0202507	DDB0348628	18-FEB-11
DDB_G0276701	DDB0202963	DDB0348626	17-FEB-11
DDB_G0276609	DDB0217830	DDB0348625	17-FEB-11
DDB_G0276595	DDB0167108	DDB0348624	17-FEB-11
DDB_G0276591	DDB0217829	DDB0348623	17-FEB-11
DDB_G0276751	DDB0217851	DDB0348622	17-FEB-11
DDB_G0276703	DDB0202964	DDB0348621	17-FEB-11
DDB_G0276611	DDB0217831	DDB0348620	17-FEB-11
DDB_G0276649	DDB0217839	DDB0348619	17-FEB-11
DDB_G0273679	DDB0217253	DDB0348618	17-FEB-11
DDB_G0273231	DDB0168127	DDB0348617	17-FEB-11
DDB_G0276749	DDB0217850	DDB0348614	17-FEB-11
DDB_G0276737	DDB0202923	DDB0348613	17-FEB-11
DDB_G0276723	DDB0217848	DDB0348612	17-FEB-11
DDB_G0271214	DDB0202780	DDB0348610	17-FEB-11
DDB_G0271408	DDB0216813	DDB0348609	17-FEB-11
DDB_G0273827	DDB0217327	DDB0348608	17-FEB-11
DDB_G0273279	DDB0203032	DDB0348607	17-FEB-11
DDB_G0273917	DDB0217372	DDB0348604	17-FEB-11
DDB_G0273321	DDB0217108	DDB0348603	17-FEB-11
DDB_G0271252	DDB0202808	DDB0348602	17-FEB-11
DDB_G0271478	DDB0216848	DDB0348601	17-FEB-11
DDB_G0271360	DDB0216789	DDB0348600	16-FEB-11
DDB_G0271244	DDB0202800	DDB0348599	16-FEB-11
DDB_G0271578	DDB0203587	DDB0348595	16-FEB-11
trappc1-2	DDB0217205	DDB0348594	16-FEB-11
trappc1-1	DDB0217147	DDB0348593	16-FEB-11
DDB_G0273557	DDB0217193	DDB0348592	16-FEB-11
DDB_G0273477	DDB0217152	DDB0348591	16-FEB-11
DDB_G0277771	DDB0203441	DDB0348589	16-FEB-11
DDB_G0277735	DDB0169366	DDB0348587	16-FEB-11
DDB_G0274905	DDB0217540	DDB0348586	16-FEB-11
DDB_G0274787	DDB0217473	DDB0348584	16-FEB-11
DDB_G0277395	DDB0217969	DDB0348581	15-FEB-11
DDB_G0271930	DDB0203642	DDB0348580	15-FEB-11
DDB_G0275273	DDB0217616	DDB0348579	15-FEB-11
DDB_G0271986	DDB0168595	DDB0348578	15-FEB-11
DDB_G0277787	DDB0218023	DDB0348577	15-FEB-11
DDB_G0273575	DDB0217203	DDB0348576	15-FEB-11
DDB_G0273403	DDB0168178	DDB0348575	15-FEB-11
DDB_G0276183	DDB0203496	DDB0348572	15-FEB-11
DDB_G0276801	DDB0168278	DDB0348571	15-FEB-11
DDB_G0277117	DDB0217918	DDB0348570	15-FEB-11
DDB_G0272664	DDB0168232	DDB0348569	15-FEB-11
DDB_G0273771	DDB0217299	DDB0348568	15-FEB-11
DDB_G0273295	DDB0203044	DDB0348567	15-FEB-11
DDB_G0277361	DDB0217958	DDB0348563	15-FEB-11
DDB_G0277663	DDB0218004	DDB0348561	15-FEB-11
DDB_G0272302	DDB0203749	DDB0348560	15-FEB-11
DDB_G0273913	DDB0217370	DDB0348559	15-FEB-11
DDB_G0273159	DDB0168027	DDB0348558	15-FEB-11
DDB_G0275175	DDB0167515	DDB0348557	15-FEB-11
DDB_G0275135	DDB0167510	DDB0348556	15-FEB-11
DDB_G0275233	DDB0217596	DDB0348555	15-FEB-11
DDB_G0278833	DDB0206226	DDB0348554	15-FEB-11
DDB_G0276545	DDB0217804	DDB0348553	15-FEB-11
DDB_G0275205	DDB0203109	DDB0348552	15-FEB-11
DDB_G0275237	DDB0217598	DDB0348551	15-FEB-11
DDB_G0275685	DDB0167269	DDB0348549	15-FEB-11
DDB_G0273187	DDB0168096	DDB0348547	15-FEB-11
DDB_G0273747	DDB0217287	DDB0348546	15-FEB-11
DDB_G0275423	DDB0217660	DDB0348545	14-FEB-11
DDB_G0275373	DDB0202589	DDB0348544	14-FEB-11
DDB_G0275373	DDB0217661	DDB0348544	14-FEB-11
DDB_G0275375	DDB0217662	DDB0348543	14-FEB-11
DDB_G0275375	DDB0202592	DDB0348543	14-FEB-11
DDB_G0275163	DDB0167434	DDB0348542	14-FEB-11
DDB_G0276991	DDB0202655	DDB0348541	14-FEB-11
DDB_G0276989	DDB0202654	DDB0348540	14-FEB-11
DDB_G0274227	DDB0167591	DDB0348539	14-FEB-11
DDB_G0272853	DDB0202707	DDB0348538	14-FEB-11
DDB_G0274973	DDB0217576	DDB0348537	14-FEB-11
DDB_G0271698	DDB0168452	DDB0348535	14-FEB-11
DDB_G0271434	DDB0216826	DDB0348534	14-FEB-11
DDB_G0275949	DDB0229793	DDB0348533	14-FEB-11
DDB_G0271414	DDB0216816	DDB0348530	14-FEB-11
DDB_G0277443	DDB0169247	DDB0348529	14-FEB-11
DDB_G0275749	DDB0202480	DDB0348528	14-FEB-11
DDB_G0274235	DDB0167595	DDB0348527	14-FEB-11
DDB_G0271330	DDB0202867	DDB0348526	14-FEB-11
DDB_G0271362	DDB0216790	DDB0348525	14-FEB-11
DDB_G0271178	DDB0202747	DDB0348524	14-FEB-11
DDB_G0271326	DDB0202865	DDB0348523	14-FEB-11
staC	DDB0202768	DDB0348522	14-FEB-11
DDB_G0271320	DDB0202862	DDB0348521	14-FEB-11
DDB_G0275477	DDB0167201	DDB0348520	14-FEB-11
DDB_G0275639	DDB0167200	DDB0348519	14-FEB-11
DDB_G0276671	DDB0202943	DDB0348517	11-FEB-11
DDB_G0276203	DDB0203509	DDB0348516	11-FEB-11
DDB_G0275341	DDB0202557	DDB0348515	11-FEB-11
DDB_G0273621	DDB0217224	DDB0348514	11-FEB-11
DDB_G0273315	DDB0203331	DDB0348513	11-FEB-11
DDB_G0276563	DDB0217814	DDB0348512	11-FEB-11
DDB_G0284179	DDB0218585	DDB0348511	11-FEB-11
DDB_G0275357	DDB0202571	DDB0348509	11-FEB-11
DDB_G0274583	DDB0167900	DDB0348508	11-FEB-11
DDB_G0271470	DDB0216844	DDB0348507	11-FEB-11
DDB_G0274849	DDB0217511	DDB0348506	11-FEB-11
DDB_G0273587	DDB0217207	DDB0348505	11-FEB-11
DDB_G0273395	DDB0217146	DDB0348504	11-FEB-11
DDB_G0273585	DDB0217206	DDB0348503	11-FEB-11
DDB_G0273255	DDB0168174	DDB0348502	11-FEB-11
DDB_G0276213	DDB0203515	DDB0348501	11-FEB-11
DDB_G0275743	DDB0217705	DDB0348500	11-FEB-11
DDB_G0275743	DDB0202475	DDB0348500	11-FEB-11
DDB_G0275283	DDB0217622	DDB0348499	11-FEB-11
DDB_G0275283	DDB0217621	DDB0348499	11-FEB-11
DDB_G0276235	DDB0217759	DDB0348497	11-FEB-11
DDB_G0273933	DDB0217379	DDB0348496	10-FEB-11
DDB_G0273049	DDB0217107	DDB0348495	10-FEB-11
DDB_G0275031	DDB0167381	DDB0348494	10-FEB-11
DDB_G0275903	DDB0217715	DDB0348493	10-FEB-11
DDB_G0271972	DDB0168586	DDB0348492	10-FEB-11
DDB_G0275463	DDB0167133	DDB0348491	10-FEB-11
DDB_G0275489	DDB0167164	DDB0348490	10-FEB-11
DDB_G0275491	DDB0167166	DDB0348489	10-FEB-11
DDB_G0273633	DDB0217230	DDB0348488	10-FEB-11
DDB_G0273133	DDB0168150	DDB0348487	10-FEB-11
DDB_G0276325	DDB0217783	DDB0348485	10-FEB-11
DDB_G0272518	DDB0168832	DDB0348482	10-FEB-11
DDB_G0273703	DDB0217265	DDB0348481	10-FEB-11
DDB_G0273219	DDB0168117	DDB0348480	10-FEB-11
DDB_G0277279	DDB0215171	DDB0348479	10-FEB-11
DDB_G0277161	DDB0169172	DDB0348478	10-FEB-11
DDB_G0273849	DDB0217338	DDB0348477	10-FEB-11
DDB_G0273111	DDB0168050	DDB0348476	10-FEB-11
DDB_G0273799	DDB0217313	DDB0348475	10-FEB-11
DDB_G0273183	DDB0168074	DDB0348474	10-FEB-11
DDB_G0273841	DDB0217334	DDB0348473	10-FEB-11
DDB_G0273109	DDB0168053	DDB0348472	10-FEB-11
DDB_G0274615	DDB0203143	DDB0348466	10-FEB-11
DDB_G0271300	DDB0202846	DDB0348465	10-FEB-11
DDB_G0273515	DDB0217171	DDB0348459	10-FEB-11
DDB_G0273459	DDB0203354	DDB0348458	10-FEB-11
DDB_G0281833	DDB0204236	DDB0348457	09-FEB-11
DDB_G0286801	DDB0218850	DDB0348456	09-FEB-11
DDB_G0279521	DDB0205820	DDB0348455	09-FEB-11
DDB_G0271412	DDB0216815	DDB0348451	09-FEB-11
DDB_G0271228	DDB0202791	DDB0348450	09-FEB-11
DDB_G0272402	DDB0216987	DDB0348449	09-FEB-11
DDB_G0276093	DDB0169494	DDB0348447	09-FEB-11
DDB_G0276735	DDB0202921	DDB0348446	09-FEB-11
DDB_G0280795	DDB0204737	DDB0348444	08-FEB-11
DDB_G0270002	DDB0190728	DDB0348440	08-FEB-11
DDB_G0293296	DDB0219842	DDB0348439	08-FEB-11
DDB_G0293294	DDB0219841	DDB0348437	07-FEB-11
DDB_G0291640	DDB0215454	DDB0348436	07-FEB-11
DDB_G0286769	DDB0187140	DDB0348434	07-FEB-11
DDB_G0283591	DDB0218508	DDB0348433	07-FEB-11
DDB_G0348428	DDB0216733	DDB0348429	04-FEB-11
DDB_G0279319	DDB0205718	DDB0348423	04-FEB-11
DDB_G0291812	DDB0184080	DDB0348422	03-FEB-11
DDB_G0281105	DDB0204017	DDB0348421	03-FEB-11
DDB_G0270586	DDB0201787	DDB0348418	03-FEB-11
DDB_G0282441	DDB0204759	DDB0348415	03-FEB-11
DDB_G0282435	DDB0204756	DDB0348414	03-FEB-11
DDB_G0279493	DDB0205801	DDB0348412	02-FEB-11
DDB_G0282057	DDB0205122	DDB0348411	02-FEB-11
DDB_G0290521	DDB0188927	DDB0348410	02-FEB-11
DDB_G0285079	DDB0218666	DDB0348409	02-FEB-11
DDB_G0283995	DDB0218554	DDB0348408	02-FEB-11
DDB_G0283623	DDB0185583	DDB0348407	02-FEB-11
DDB_G0289869	DDB0219494	DDB0348406	02-FEB-11
DDB_G0278763	DDB0206176	DDB0348404	02-FEB-11
DDB_G0269084	DDB0216630	DDB0348402	02-FEB-11
DDB_G0281395	DDB0205553	DDB0348400	02-FEB-11
DDB_G0279541	DDB0205835	DDB0348397	01-FEB-11
DDB_G0282523	DDB0204813	DDB0348396	01-FEB-11
DDB_G0290429	DDB0188900	DDB0348395	01-FEB-11
DDB_G0288965	DDB0219395	DDB0348394	01-FEB-11
DDB_G0288559	DDB0187991	DDB0348391	01-FEB-11
DDB_G0282159	DDB0205162	DDB0348390	01-FEB-11
DDB_G0288727	DDB0188076	DDB0348389	01-FEB-11
DDB_G0288725	DDB0188075	DDB0348388	01-FEB-11
DDB_G0270630	DDB0201837	DDB0348387	01-FEB-11
DDB_G0288433	DDB0187944	DDB0348385	01-FEB-11
DDB_G0278787	DDB0206191	DDB0348384	01-FEB-11
DDB_G0288369	DDB0219658	DDB0348383	01-FEB-11
DDB_G0288279	DDB0187866	DDB0348382	31-JAN-11
DDB_G0285037	DDB0215794	DDB0348379	31-JAN-11
DDB_G0293346	DDB0191890	DDB0348377	28-JAN-11
DDB_G0348374	DDB0186044	DDB0348376	28-JAN-11
DDB_G0270240	DDB0190904	DDB0348370	28-JAN-11
DDB_G0290595	DDB0188979	DDB0348367	26-JAN-11
DDB_G0268450	DDB0202237	DDB0348366	26-JAN-11
DDB_G0287167	DDB0187318	DDB0348365	26-JAN-11
DDB_G0281733	DDB0204636	DDB0348363	26-JAN-11
DDB_G0281733	DDB0204637	DDB0348363	26-JAN-11
DDB_G0288943	DDB0188188	DDB0348362	26-JAN-11
DDB_G0278675	DDB0218096	DDB0348361	25-JAN-11
DDB_G0284633	DDB0186110	DDB0348360	25-JAN-11
DDB_G0282287	DDB0218370	DDB0348359	25-JAN-11
DDB_G0292254	DDB0191627	DDB0348358	25-JAN-11
DDB_G0286369	DDB0186932	DDB0348357	25-JAN-11
DDB_G0287283	DDB0187397	DDB0348356	25-JAN-11
DDB_G0282275	DDB0205309	DDB0348355	25-JAN-11
DDB_G0286929	DDB0187196	DDB0348353	25-JAN-11
DDB_G0283129	DDB0185377	DDB0348352	25-JAN-11
DDB_G0280859	DDB0215215	DDB0348351	25-JAN-11
DDB_G0285477	DDB0186520	DDB0348350	25-JAN-11
DDB_G0285583	DDB0186585	DDB0348349	25-JAN-11
DDB_G0285865	DDB0186717	DDB0348348	25-JAN-11
DDB_G0286249	DDB0186882	DDB0348347	25-JAN-11
DDB_G0270558	DDB0201763	DDB0348346	25-JAN-11
DDB_G0289603	DDB0188486	DDB0348345	25-JAN-11
DDB_G0267896	DDB0189624	DDB0348343	25-JAN-11
DDB_G0292020	DDB0184166	DDB0348342	25-JAN-11
DDB_G0290151	DDB0219533	DDB0348336	24-JAN-11
DDB_G0293954	DDB0192222	DDB0348335	24-JAN-11
DDB_G0270038	DDB0190758	DDB0348334	24-JAN-11
DDB_G0291446	DDB0183897	DDB0348333	24-JAN-11
DDB_G0291444	DDB0183896	DDB0348332	24-JAN-11
DDB_G0270466	DDB0201677	DDB0348330	24-JAN-11
DDB_G0293662	DDB0192078	DDB0348329	24-JAN-11
DDB_G0282117	DDB0205143	DDB0348320	21-JAN-11
DDB_G0268494	DDB0216540	DDB0348319	21-JAN-11
DDB_G0280555	DDB0206038	DDB0348318	21-JAN-11
DDB_G0280555	DDB0206039	DDB0348318	21-JAN-11
DDB_G0293648	DDB0192071	DDB0348317	21-JAN-11
DDB_G0285177	DDB0186377	DDB0348315	21-JAN-11
DDB_G0293106	DDB0191785	DDB0348314	21-JAN-11
DDB_G0289113	DDB0219411	DDB0348313	21-JAN-11
DDB_G0288627	DDB0188027	DDB0348312	20-JAN-11
DDB_G0278491	DDB0205489	DDB0348310	20-JAN-11
DDB_G0282495	DDB0204795	DDB0348308	20-JAN-11
DDB_G0270222	DDB0190887	DDB0348307	20-JAN-11
DDB_G0284361	DDB0185969	DDB0348305	20-JAN-11
DDB_G0292502	DDB0184438	DDB0348304	20-JAN-11
DDB_G0281671	DDB0204598	DDB0348303	20-JAN-11
DDB_G0286439	DDB0186982	DDB0348302	20-JAN-11
DDB_G0281657	DDB0204588	DDB0348301	20-JAN-11
sogA	DDB0191741	DDB0348299	20-JAN-11
DDB_G0280759	DDB0204712	DDB0348298	20-JAN-11
DDB_G0288023	DDB0187741	DDB0348295	20-JAN-11
DDB_G0285633	DDB0186623	DDB0348293	20-JAN-11
beiD	DDB0192160	DDB0348292	20-JAN-11
DDB_G0293870	DDB0192170	DDB0348291	20-JAN-11
DDB_G0278617	DDB0204463	DDB0348290	19-JAN-11
DDB_G0278617	DDB0218063	DDB0348290	19-JAN-11
DDB_G0280837	DDB0218261	DDB0348289	19-JAN-11
DDB_G0280839	DDB0218262	DDB0348287	19-JAN-11
DDB_G0283135	DDB0218439	DDB0348286	19-JAN-11
DDB_G0289825	DDB0188591	DDB0348285	19-JAN-11
DDB_G0283715	DDB0185644	DDB0348284	19-JAN-11
DDB_G0282985	DDB0185301	DDB0348283	19-JAN-11
DDB_G0283409	DDB0185490	DDB0348282	19-JAN-11
DDB_G0291758	DDB0184052	DDB0348281	19-JAN-11
DDB_G0283777	DDB0185669	DDB0348280	19-JAN-11
DDB_G0282631	DDB0204878	DDB0348279	19-JAN-11
DDB_G0269004	DDB0202345	DDB0348278	19-JAN-11
DDB_G0289689	DDB0188522	DDB0348276	19-JAN-11
DDB_G0291388	DDB0183860	DDB0348275	19-JAN-11
DDB_G0287135	DDB0187292	DDB0348274	19-JAN-11
DDB_G0292336	DDB0184342	DDB0348273	19-JAN-11
DDB_G0285383	DDB0186488	DDB0348272	19-JAN-11
DDB_G0291592	DDB0184002	DDB0348271	19-JAN-11
DDB_G0283255	DDB0218470	DDB0348270	19-JAN-11
DDB_G0283833	DDB0185716	DDB0348269	19-JAN-11
DDB_G0292756	DDB0184546	DDB0348266	18-JAN-11
DDB_G0268334	DDB0202133	DDB0348265	18-JAN-11
DDB_G0292856	DDB0191652	DDB0348264	18-JAN-11
DDB_G0269494	DDB0190303	DDB0348263	18-JAN-11
DDB_G0282391	DDB0204206	DDB0348262	18-JAN-11
DDB_G0284213	DDB0185896	DDB0348261	18-JAN-11
DDB_G0284213	DDB0185897	DDB0348261	18-JAN-11
DDB_G0279775	DDB0206027	DDB0348260	18-JAN-11
DDB_G0279775	DDB0206028	DDB0348260	18-JAN-11
DDB_G0287599	DDB0187538	DDB0348258	18-JAN-11
DDB_G0290911	DDB0189147	DDB0348257	18-JAN-11
DDB_G0273427	DDB0168204	DDB0348256	18-JAN-11
DDB_G0273521	DDB0217174	DDB0348255	18-JAN-11
DDB_G0270738	DDB0201962	DDB0348254	18-JAN-11
DDB_G0270614	DDB0201817	DDB0348253	18-JAN-11
DDB_G0270892	DDB0216668	DDB0348252	18-JAN-11
DDB_G0289245	DDB0219414	DDB0348251	18-JAN-11
DDB_G0286283	DDB0186904	DDB0348250	18-JAN-11
